iter,recovery_rate,latency_rate,susceptibility_0,susceptibility_5,susceptibility_25,susceptibility_50,susceptibility_65,relative_vaccineEfficacyVsInfection_0,relative_vaccineEfficacyVsInfection_0.5,relative_vaccineEfficacyVsInfection_16,relative_vaccineEfficacyVsInfection_65,vaccineEfficacyVsDeath_0,vaccineEfficacyVsDeath_20,vaccineEfficacyVsDeath_65,vaccineEfficacyVsHospitalization_0,vaccineEfficacyVsHospitalization_5,vaccineEfficacyVsHospitalization_16,vaccineEfficacyVsHospitalization_65,caseMortality_0,caseMortality_5,caseMortality_18,caseMortality_50,caseMortality_65,caseHospitalization_0,caseHospitalization_5,caseHospitalization_18,caseHospitalization_50,caseHospitalization_65,R0
905,0.423121785,0.562686113,0.929632938,0.768469421,0.783352441,0.721672243,0.633281519,0,0.892017768,0.671385374,0.499127234,0.411862319,0.600742719,0.394222968,0.465499849,0.368626113,0.374026228,0.490865881,5.83E-05,5.47E-05,0.001274273,0.001331495,0.015399286,0.01368731,0.00154492,0.017006753,0.020470869,0.015399286,1.265
906,0.414311966,0.43882616,0.920046807,0.847930823,0.921789174,0.543355824,0.680024174,0,0.925105046,0.648688477,0.491039426,0.443729028,0.685138228,0.434434668,0.571202424,0.491945358,0.504102162,0.452356693,0.000159308,2.07E-05,0.000538219,0.000773771,0.031353338,0.014192672,0.003709082,0.009221351,0.004742983,0.031353338,1.265
907,0.389979192,0.467579152,0.918344539,0.857492034,0.63784791,0.594090944,0.533037466,0,0.633849966,0.853455914,0.504226774,0.414779057,0.475449542,0.446505802,0.637000762,0.424716275,0.401715899,0.433027976,0.000173871,3.09E-05,0.000544839,0.001524081,0.015352824,0.02123896,0.001998304,0.005684249,0.006349159,0.015352824,1.265
908,0.270057945,0.583193614,0.992199943,0.83541922,0.988829754,0.826664083,0.492178942,0,0.817160042,0.681688605,0.512938501,0.632732138,0.589450523,0.48400227,0.630653927,0.451235698,0.424581888,0.470056543,0.000111938,3.58E-05,0.000648425,0.00094976,0.014606457,0.021313189,0.000865637,0.016460132,0.023843534,0.014606457,1.265
909,0.25364706,0.460525866,0.999311452,0.954669706,0.995673915,0.806087529,0.33605989,0,0.621536834,0.679201019,0.434243801,0.417940802,0.635675585,0.473101875,0.546737136,0.540442646,0.431592495,0.457545401,0.000127427,5.47E-05,0.00052835,0.001060301,0.022087157,0.011442046,0.003119609,0.011180414,0.015849346,0.022087157,1.265
910,0.337657232,0.66597248,0.931291891,0.894329979,0.910119533,0.525485364,0.754425562,0,0.714235789,0.866604944,0.517568035,0.665582186,0.580288823,0.348309941,0.635746575,0.388685187,0.423220659,0.481565951,0.000194975,2.47E-05,0.000223349,0.000804196,0.01460808,0.010911341,0.004960782,0.003920672,0.013269779,0.01460808,1.265
911,0.310603777,0.735753532,0.93169214,0.942814053,0.999509698,0.919818247,0.938255279,0,0.665191935,0.645267816,0.443469615,0.470431146,0.430409331,0.404216602,0.494585386,0.494956638,0.39540584,0.564365137,4.27E-05,1.43E-05,0.000108453,0.000880974,0.007355073,0.010386906,0.001359681,0.017626106,0.020032104,0.007355073,1.265
912,0.236969952,0.533527032,0.995071356,0.957646198,0.662549727,0.744296536,0.595434343,0,0.667563712,0.550029174,0.575967544,0.421277737,0.623896982,0.553240808,0.609535308,0.421224975,0.488136658,0.442849338,0.00012484,4.34E-05,0.001082411,0.000924304,0.017837124,0.018504986,0.002357008,0.021340828,0.018050528,0.017837124,1.265
913,0.281812691,0.504960763,0.909581693,0.981216868,0.653228147,0.556125943,0.547510533,0,0.976477903,0.832010217,0.482102002,0.674338823,0.501624134,0.42410687,0.575568056,0.516209379,0.39024838,0.529126478,0.000232557,2.17E-05,0.001120256,0.000963526,0.024591619,0.01010579,0.003031628,0.004924958,0.006511378,0.024591619,1.265
914,0.617910688,0.506967746,0.914206111,0.796732878,0.616351217,0.500679361,0.878429515,0,0.745871062,0.821740015,0.467073048,0.667233854,0.602900763,0.451207893,0.638298579,0.444324392,0.419841515,0.485302573,0.000172123,1.81E-05,0.000500332,0.000759215,0.020537892,0.019740706,0.001246993,0.021937055,0.015631139,0.020537892,1.265
915,0.596695737,0.694790898,0.902624961,0.769399663,0.883748808,0.736306324,0.78007153,0,0.487771533,0.675572112,0.555614172,0.64841379,0.558488447,0.431973077,0.676869149,0.455011704,0.433037091,0.517803277,5.29E-05,3.69E-05,0.000165405,0.000500083,0.010063829,0.017871501,0.00106231,0.011177978,0.01189823,0.010063829,1.265
916,0.345374863,0.540745538,0.945046669,0.726468481,0.764484234,0.61989368,0.513037398,0,0.789920172,0.631085268,0.487032858,0.479397634,0.502102528,0.636374138,0.606850064,0.533316119,0.437367152,0.506212259,7.89E-05,3.50E-05,0.001234556,0.001332253,0.018852003,0.020795627,0.005333764,0.013026175,0.022545116,0.018852003,1.265
917,0.308409094,0.742297765,0.95366012,0.961630157,0.777602397,0.901364076,0.671379919,0,0.577747867,0.671318922,0.464070104,0.574132852,0.423186255,0.329164336,0.523427086,0.503371656,0.442201085,0.513500888,7.25E-05,2.23E-05,0.000461764,0.001058712,0.0225756,0.020918728,0.003348658,0.023088873,0.027277859,0.0225756,1.265
918,0.445500953,0.486857146,0.916727227,0.881781969,0.887345352,0.636252217,0.65736356,0,0.787607449,0.794161075,0.486809417,0.60489629,0.672691451,0.319950841,0.606314583,0.560225963,0.412568139,0.575645805,7.25E-05,5.73E-05,0.000495867,0.000751503,0.024465222,0.01321717,0.003220489,0.00384563,0.004810118,0.024465222,1.265
919,0.662595688,0.530052469,0.936850049,0.984533851,0.644725548,0.89494921,0.495955337,0,0.565327434,0.616093488,0.514639692,0.520509243,0.631371528,0.540310225,0.587003864,0.533777727,0.470445993,0.549586163,0.000123158,2.52E-05,0.000955961,0.000460182,0.029493095,0.015360795,0.002675721,0.015044811,0.015558432,0.029493095,1.265
920,0.289782284,0.554328828,0.926879941,0.923111385,0.706832332,0.779802176,0.658285117,0,0.539934194,0.775619835,0.459463525,0.520459931,0.615120829,0.641805659,0.678771739,0.464513268,0.413174508,0.530930498,0.000196808,2.13E-05,0.0010709,0.001399747,0.029789698,0.010823376,0.005246262,0.012752013,0.022563982,0.029789698,1.265
921,0.400905273,0.588009426,0.977876797,0.902088994,0.685102024,0.961123637,0.418351915,0,0.511915954,0.663880345,0.508866408,0.504043987,0.425002252,0.682087373,0.652174995,0.63155246,0.402168778,0.49079955,7.59E-05,7.34E-05,0.000234958,0.001069958,0.020760381,0.013298098,0.001342911,0.006398956,0.014222713,0.020760381,1.265
922,0.415476859,0.563616534,0.914183891,0.767146793,0.958235401,0.673341882,0.85156466,0,0.873692266,0.821784377,0.473119134,0.546085303,0.607943008,0.384797291,0.593587256,0.535914136,0.402983806,0.457568312,0.000196354,1.98E-05,0.000915606,0.000700235,0.016393392,0.009214685,0.002772948,0.006739801,0.023899469,0.016393392,1.265
923,0.50049509,0.44276866,0.904413008,0.71259308,0.654800935,0.701305853,0.704391763,0,0.76613438,0.735708835,0.490533073,0.580893231,0.439364631,0.363298385,0.553222721,0.512837015,0.444261967,0.552760012,5.50E-05,5.07E-05,0.001007104,0.00126038,0.024366809,0.013139891,0.005392476,0.009908571,0.025950291,0.024366809,1.265
924,0.333403524,0.414772379,0.915263762,0.879983026,0.936707813,0.53582775,0.467575014,0,0.520020867,0.577377759,0.527970418,0.536849809,0.601430412,0.393810342,0.553294377,0.517368891,0.523849011,0.505890608,3.96E-05,6.19E-05,0.000989105,0.00130749,0.020686159,0.02288847,0.005081132,0.017062737,0.004471024,0.020686159,1.265
925,0.456354833,0.462588906,0.940102732,0.794807528,0.767376245,0.995043151,0.700671374,0,0.708067302,0.681734591,0.549389993,0.501833145,0.601040459,0.636889259,0.54101845,0.413683449,0.356691733,0.41831132,0.000109073,2.75E-05,0.001272619,0.001366317,0.017456129,0.017595655,0.001309615,0.006452695,0.017454703,0.017456129,1.265
926,0.496269587,0.500994661,0.97872024,0.751179909,0.657836649,0.51530931,0.407072457,0,0.58436333,0.754045696,0.567500093,0.573666414,0.65268785,0.691246016,0.623969454,0.641568632,0.494148221,0.390700387,5.42E-05,3.07E-05,0.00106179,0.000972077,0.02840981,0.023799509,0.001061162,0.006739715,0.021310453,0.02840981,1.265
927,0.383852044,0.583800769,0.992730265,0.910073689,0.903361057,0.838561453,0.975767208,0,0.593921748,0.66699041,0.410898546,0.509171021,0.633159645,0.301964992,0.464598395,0.446841019,0.375966204,0.400755586,0.000114849,3.18E-05,0.000530762,0.001031116,0.022409989,0.011141097,0.001383572,0.028175443,0.016905277,0.022409989,1.265
928,0.406389877,0.58616627,0.989806254,0.741122534,0.62890596,0.740217209,0.689233066,0,0.74145728,0.785705848,0.466478733,0.745267707,0.654991535,0.393814538,0.600752597,0.526466144,0.361108274,0.450470789,0.000186425,6.43E-05,0.000643093,0.001209266,0.023319954,0.007721479,0.002614448,0.005762404,0.007331635,0.023319954,1.265
929,0.264559083,0.553388067,0.997861124,0.833429723,0.696461597,0.776617163,0.949213315,0,0.831825874,0.843734842,0.525365329,0.668097591,0.655855767,0.341642904,0.581872176,0.492640456,0.321880646,0.455095097,8.62E-05,5.85E-05,0.000244353,0.001247808,0.013027922,0.018497971,0.00327292,0.004921982,0.017643752,0.013027922,1.265
930,0.358720158,0.546437922,0.964175285,0.780247062,0.653738523,0.624528019,0.951204105,0,0.81979789,0.749753641,0.498553888,0.638994625,0.613107033,0.459852816,0.663155674,0.498620696,0.391112961,0.475435525,0.000104689,5.86E-05,0.000342532,0.000539941,0.033235929,0.010599096,0.00172213,0.010080752,0.017050999,0.033235929,1.265
931,0.321882489,0.542609788,0.92500139,0.758858982,0.653903359,0.595802733,0.594483068,0,0.811384478,0.714934222,0.418322475,0.531777477,0.534954931,0.682285799,0.591300999,0.641876137,0.421293704,0.469861971,5.19E-05,3.97E-05,0.000172656,0.000460854,0.036482771,0.014850905,0.004796086,0.005559194,0.018420296,0.036482771,1.265
932,0.268199429,0.657870923,0.94986861,0.84291484,0.955249561,0.55776768,0.674595787,0,0.747476232,0.765365286,0.451047202,0.465647796,0.639731428,0.397802446,0.601531335,0.507546989,0.31828049,0.4470049,0.000105992,1.62E-05,0.001459586,0.001102532,0.016517299,0.016798072,0.002833195,0.004232252,0.010473073,0.016517299,1.265
933,0.425856957,0.454015891,0.912624267,0.885368504,0.83949702,0.661398972,0.626429566,0,0.768028124,0.560835006,0.562028905,0.557808187,0.605712022,0.695629022,0.577538346,0.407629106,0.317418435,0.524346475,4.57E-05,2.93E-05,0.001130648,0.000961442,0.028273961,0.016724695,0.0040385,0.010173505,0.011367461,0.028273961,1.265
934,0.363019992,0.516689837,0.938512897,0.963770693,0.922982177,0.844264678,0.914297692,0,0.889486565,0.711165173,0.490002666,0.447009764,0.669446072,0.540368464,0.56954798,0.589519845,0.327103983,0.479623341,8.29E-05,3.16E-05,0.000140131,0.000824017,0.005401898,0.018815862,0.003354462,0.01132552,0.017075517,0.005401898,1.265
935,0.321812009,0.753912128,0.916363953,0.9424596,0.886341434,0.941936294,0.529009916,0,0.690795662,0.774549286,0.528025048,0.546513218,0.461276958,0.351214104,0.556540596,0.571505194,0.533023432,0.499116339,5.19E-05,6.94E-05,0.000448128,0.001307611,0.033396567,0.009222377,0.005041024,0.003226242,0.019489566,0.033396567,1.265
936,0.362362606,0.535040169,0.985468019,0.764322809,0.697139782,0.64179348,0.938676194,0,0.406121316,0.706642234,0.512860733,0.701529035,0.462287741,0.616900082,0.59852256,0.556278377,0.418371045,0.550022672,7.00E-05,7.20E-05,0.000549537,0.001234439,0.020858571,0.013836636,0.00580776,0.01544202,0.015891544,0.020858571,1.265
937,0.423212573,0.690835577,0.957015413,0.815520329,0.808931801,0.574914293,0.319737138,0,0.69143835,0.740085825,0.576884315,0.402722493,0.659901507,0.699660443,0.526721684,0.414237944,0.347981981,0.480719822,6.80E-05,9.07E-05,0.000283576,0.000553153,0.034152065,0.011706974,0.001834628,0.00448738,0.011993472,0.034152065,1.265
938,0.305427578,0.409155621,0.950364543,0.774131985,0.821434564,0.59065215,0.999081609,0,0.67518641,0.669371726,0.483257875,0.680969998,0.509008955,0.367912272,0.695564483,0.603429727,0.423869787,0.505748586,0.000124028,1.79E-05,0.000394859,0.000933402,0.028421081,0.013173623,0.002049147,0.008433842,0.008904382,0.028421081,1.265
939,0.385461882,0.62660339,0.961041625,0.981432975,0.888920925,0.504412248,0.462516905,0,0.756100778,0.76516008,0.494577643,0.400231198,0.618995334,0.304050898,0.552638381,0.590243719,0.384374561,0.47349667,0.000141116,5.85E-05,0.000332517,0.001296125,0.005504588,0.019144309,0.004303738,0.00609348,0.017116778,0.005504588,1.265
940,0.313349971,0.562424637,0.925533095,0.932406541,0.882292861,0.995820771,0.390829939,0,0.877611781,0.751021444,0.513399913,0.601473266,0.664329525,0.668548367,0.656665081,0.600093211,0.468360372,0.470775671,5.70E-05,2.13E-05,0.000348434,0.001042657,0.017575918,0.013759091,0.004584803,0.003937821,0.002233934,0.017575918,1.265
941,0.277681553,0.499992401,0.979558886,0.748272046,0.689608352,0.697524691,0.828603442,0,0.772642919,0.593500496,0.438049053,0.418838346,0.407892111,0.312249489,0.657699781,0.47649391,0.447529482,0.474639122,0.000115703,5.95E-05,0.000636147,0.001052164,0.029010333,0.009005279,0.001156521,0.004968821,0.015782554,0.029010333,1.265
942,0.361712301,0.476001181,0.950131872,0.880904766,0.889924312,0.885522431,0.481759696,0,0.59402687,0.67735882,0.502066012,0.435717304,0.493425745,0.338737831,0.53901442,0.551425912,0.406981177,0.541935038,3.22E-05,7.97E-05,0.00013152,0.000784221,0.024802145,0.012927466,0.002087185,0.01783951,0.014265568,0.024802145,1.265
943,0.995700016,0.657851382,0.900023114,0.897354242,0.967998082,0.525034335,0.458136931,0,0.94340373,0.615297459,0.488984257,0.565965713,0.497884195,0.443372896,0.595182094,0.549356395,0.40968955,0.497150444,6.35E-05,2.37E-05,0.000114198,0.000877379,0.022230675,0.010311074,0.001929592,0.016572024,0.018868815,0.022230675,1.265
944,0.269974303,0.659001281,0.941664158,0.835198462,0.830907265,0.718788207,0.303202631,0,0.610892313,0.753121076,0.509025157,0.603490747,0.699119243,0.529454081,0.624262712,0.576013518,0.441917374,0.475137857,7.11E-05,6.12E-05,0.000831604,0.001296573,0.024582148,0.00971954,0.004342561,0.011908143,0.018880516,0.024582148,1.265
945,0.405531744,0.521396836,0.907846051,0.865810933,0.885434812,0.676770391,0.489143143,0,0.580260053,0.697479491,0.455987696,0.417278384,0.414942622,0.528921033,0.632039954,0.630749711,0.448385088,0.433225661,0.000192567,4.67E-05,0.000585208,0.001108487,0.011039652,0.022169183,0.001724238,0.004497042,0.013185086,0.011039652,1.265
946,0.269764641,0.494220185,0.975259292,0.977522403,0.954173163,0.578530725,0.652515222,0,0.664120477,0.621360465,0.496376641,0.43025195,0.402104098,0.569069394,0.512224449,0.511971855,0.389867012,0.465028428,4.22E-05,3.08E-05,0.000652006,0.00128009,0.011148344,0.014498035,0.001187301,0.021294105,0.016025772,0.011148344,1.265
947,0.386227052,0.572557417,0.911038121,0.836536151,0.980918707,0.950078577,0.549642553,0,0.691724128,0.705809591,0.495857933,0.598318386,0.541402194,0.668272814,0.534369351,0.575432052,0.385016575,0.517921763,0.00017718,2.18E-05,0.000190113,0.001452821,0.010790968,0.012011459,0.003013904,0.023888656,0.02179117,0.010790968,1.265
948,0.344671512,0.488106668,0.969709484,0.735596146,0.808595604,0.844154049,0.585203444,0,0.79206184,0.735524465,0.49129629,0.660244943,0.526060623,0.55071879,0.646087934,0.527973969,0.347614547,0.486150178,0.000117815,3.08E-05,0.000268929,0.000912498,0.021847835,0.014001725,0.002660266,0.025603912,0.014993439,0.021847835,1.265
949,0.453210088,0.499206403,0.992130561,0.726422159,0.974154539,0.748206887,0.652820061,0,0.492938942,0.674653087,0.509867423,0.493305373,0.680058218,0.672425783,0.535813787,0.511385126,0.354691415,0.585830234,9.03E-05,2.62E-05,0.000196475,0.001213971,0.027971632,0.010123629,0.001403267,0.005516069,0.020095538,0.027971632,1.265
950,0.437708169,0.763888939,0.957894855,0.930753754,0.905844889,0.911428916,0.47884022,0,0.873842262,0.638726541,0.453505456,0.581570108,0.480288672,0.358947901,0.647928346,0.539669739,0.368916834,0.544965948,0.000141293,5.20E-05,0.000430605,0.00120277,0.010744361,0.010565543,0.002691427,0.010285174,0.025669111,0.010744361,1.265
951,0.234206352,0.563369012,0.991957206,0.87928924,0.847766465,0.625692338,0.326511035,0,0.763346085,0.656401638,0.517252638,0.416104862,0.493398761,0.58270341,0.618696577,0.52677998,0.36975423,0.566350217,8.24E-05,5.50E-05,0.000206933,0.000806741,0.024007294,0.015318865,0.00263235,0.018590458,0.008990177,0.024007294,1.265
952,0.898237722,0.495939439,0.90114389,0.721653428,0.827809203,0.922450337,0.86252694,0,0.644499872,0.777172189,0.518800926,0.648667414,0.447774115,0.689629952,0.581397945,0.563491037,0.523344365,0.521452225,0.000117255,1.83E-05,0.000178366,0.001087102,0.018937022,0.009357915,0.004692637,0.013202821,0.010724986,0.018937022,1.265
953,0.275665899,0.484148603,0.92862691,0.713485746,0.890461719,0.819936497,0.815782237,0,0.942679669,0.663158596,0.495812523,0.406355539,0.6287241,0.345956787,0.594836715,0.548273492,0.499051942,0.516926125,0.000257948,2.64E-05,0.000768518,0.001111288,0.024534062,0.011620945,0.001645387,0.020046299,0.015719977,0.024534062,1.265
954,0.297369954,0.461346372,0.913193945,0.933570373,0.639511775,0.669452691,0.35944059,0,0.560275625,0.685505896,0.56206131,0.55469507,0.455520037,0.692885842,0.564923731,0.578799443,0.424508007,0.546196212,0.000105981,3.13E-05,0.000854486,0.000857169,0.028375573,0.013803164,0.004076014,0.006358466,0.016887396,0.028375573,1.265
955,0.273797187,0.493166015,0.906753002,0.770801506,0.810199555,0.537636588,0.48484503,0,0.919950037,0.711157164,0.456165503,0.512810194,0.530192109,0.482154551,0.511736085,0.514835831,0.403466134,0.510833358,3.90E-05,4.74E-05,0.000489314,0.001421035,0.03315527,0.01924473,0.002657823,0.01314053,0.012430366,0.03315527,1.265
956,0.330803969,0.73549981,0.938359164,0.721653263,0.977225706,0.777332175,0.349101525,0,0.829678451,0.665378245,0.506221381,0.411514138,0.645300522,0.610461534,0.599022132,0.633652453,0.367696024,0.564785563,0.000131608,1.79E-05,0.001444649,0.001078988,0.013933249,0.01071962,0.001369517,0.019590266,0.024510273,0.013933249,1.265
957,0.573010737,0.504420603,0.919092189,0.955457745,0.983898637,0.640546807,0.484007195,0,0.872660696,0.818230417,0.576141752,0.499813745,0.616923291,0.513397463,0.488830712,0.427418657,0.384320401,0.511343256,6.87E-05,7.58E-05,0.000278848,0.000481754,0.025746361,0.020639281,0.003729131,0.003707369,0.01627066,0.025746361,1.265
958,0.390463881,0.502165342,0.93322105,0.980838673,0.70307632,0.651773697,0.934870647,0,0.937121188,0.75963948,0.492426801,0.497870092,0.591095755,0.454141517,0.507287729,0.606852749,0.382576508,0.477618498,0.000197815,5.77E-05,0.000888857,0.001132286,0.02265377,0.011570693,0.005192335,0.017181286,0.019777557,0.02265377,1.265
959,0.254019469,0.580762992,0.917408448,0.945025767,0.632739557,0.535433361,0.593794447,0,0.506769926,0.576301695,0.509012335,0.606804996,0.411151793,0.504961503,0.580955868,0.516948293,0.438724555,0.392013609,9.73E-05,5.78E-05,0.001533818,0.000430831,0.011867686,0.01692541,0.001667438,0.01940279,0.0072385,0.011867686,1.265
960,0.307542302,0.608902924,0.989393089,0.98568487,0.854396713,0.782310599,0.957181303,0,0.59918386,0.683588479,0.514031032,0.657456319,0.530896648,0.349756351,0.544995776,0.457239208,0.356431861,0.540559282,5.73E-05,5.53E-05,0.00133404,0.000451179,0.034755765,0.00946957,0.004033025,0.006426642,0.024446366,0.034755765,1.265
961,0.274213339,0.432684103,0.963536007,0.796827736,0.623001734,0.754819831,0.434622046,0,0.47891724,0.69750875,0.529166687,0.675136805,0.599514014,0.37335261,0.659189636,0.47488977,0.459304886,0.460980604,0.000167618,4.36E-05,0.000612119,0.001294062,0.021048244,0.009174555,0.002233105,0.0070211,0.011019256,0.021048244,1.265
962,0.281929597,0.450746565,0.971227792,0.878015135,0.89503303,0.755458339,0.800439869,0,0.566939231,0.65485264,0.529165688,0.702973232,0.481089116,0.330016,0.615655707,0.540211899,0.450933482,0.423129397,9.07E-05,9.22E-05,0.000338668,0.000863566,0.020764393,0.015761348,0.002813692,0.013853776,0.029809229,0.020764393,1.265
